"featureidx"	"MSMS"	"fold"	"log2fold"	"tstat"	"pvalue"	"qvalue"	"pdown"	"mzmed"	"mzmin"	"mzmax"	"rtmed"	"rtmin"	"rtmax"	"maxint"	"dataset1_mean"	"dataset1_sd"	"dataset2_mean"	"dataset2_sd"	"isotopes"	"adducts"	"peakgroup"	"METLIN"	"name"	"METLIN_MSMS"
33	""	1.07779168465339	0.108078361245017	0.891348802677461	0.381341571422636	1	"UP"	806.571762628317	806.567199566769	806.573960312095	5.30830005833333	5.23399979333333	5.32278344	8484.6875	15911.8928146726	4073.15744252161	17149.7057627501	3226.15551149462	"[20][M]+"	""	10	"3::PC(16:0/22:6(3Z,6Z,9Z,12Z,15Z,18))[U]::M+H::39390::NA::|3::PC(16:0/22:6(4E,7E,10E,13E,16E,19E))::M+H::39391::NA::|3::PC(16:0/22:6(4E,7E,10E,13E,16E,19E))[U]::M+H::39392::NA::|3::PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[S]::M+H::39394::NA::|3::PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[U]::M+H::39395::NA::|3::PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[U]::M+H::39649::NA::|3::PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[U]::M+H::39685::NA::|3::PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))[U]::M+H::39792::NA::|3::PC(22:6(4E,7E,10E,13E,16E,19E)/16:0)::M+H::39856::NA::|3::PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)[U]::M+H::39858::NA::|3::PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))::M+H::59439::NA::|3::PC(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))::M+H::59470::NA::|3::PC(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))::M+H::59472::NA::|3::PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))::M+H::59530::NA::|3::PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))::M+H::59562::NA::|3::PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))::M+H::59593::NA::|3::PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))::M+H::59594::NA::|3::PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))::M+H::59624::NA::|3::PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))::M+H::59625::NA::|3::PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))::M+H::59657::NA::|3::PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))::M+H::59658::NA::|3::PC(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))::M+H::59689::NA::|3::PC(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z))::M+H::59785::NA::|3::PC(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z))::M+H::59816::NA::|3::PC(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))::M+H::59817::NA::|3::PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))::M+H::59849::NA::|3::PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))::M+H::59850::NA::|3::PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))::M+H::59880::NA::|3::PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))::M+H::59913::NA::|3::PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))::M+H::59944::NA::"	"M807T5"	"y"
34	""	1.07468346969812	0.103911800335137	0.884214020498506	0.384684627713116	1	"UP"	576.467445338462	576.466502383611	576.469513431741	5.21923346333333	5.21608324	5.22408324	709.14501953125	741.801964039918	165.489770109447	797.202308543297	166.048347751042	""	""	24	"9::DG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/0:0)::M+NH4::58683::NA::|9::DG(18:4(6Z,9Z,12Z,15Z)/14:1(9Z)/0:0)::M+NH4::58867::NA::|9::DG(12:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]::M+NH4::98363::NA::"	"M576T5"	"y"
35	""	1.03306518016267	-0.0469312824032331	-0.867127008275807	0.39411579209334	1	"DOWN"	166.086669895728	166.081659564523	166.087187156024	1.47617503666667	1.46898338666667	1.47996669666667	1089.568359375	2577.82338875563	275.64153427202	2495.31533755663	225.330590622372	""	""	38	"2::N-Ethylanthranilic acid::M+H::988628::NA::|2::Ethenzamide::M+H::990876::NA::|3::L-Phenylalanine::M+H::    28::NA::|3::benzocaine::M+H::  3934::NA::|3::D-Phenylalanine::M+H:: 63528::NA::|3::DL-Phenylalanine::M+H:: 65707::NA::|3::Tricaine::M+H:: 72021::NA::|3::Metolcarb::M+H:: 72521::NA::|3::4-Hydroxy-1-(3-pyridinyl)-1-butanone::M+H:: 73234::NA::|3::5-(3-Pyridyl)-2-hydroxytetrahydrofuran::M+H:: 73241::NA::|3::Gentiatibetine::M+H:: 89305::NA::|3::Ethyl 2-aminobenzoate::M+H:: 89395::NA::|3::Methyl N-methylanthranilate::M+H:: 89753::NA::|3::N-(4-Hydroxyphenyl)propanamide::M+H::   855::NA::|3::2-amino-4'-hydroxy-Propiophenone::M+H::  2018::NA::|3::2-Propylisonicotinic acid::M+H::  2183::NA::|3::4-(3-Pyridyl)-butanoic acid::M+H::  5937::NA::|3::Cinnamic acid::M+NH4::   310::NA::|3::4-Hydroxycinnamyl aldehyde::M+NH4:: 44643::NA::|3::3-Isochromanone::M+NH4:: 44717::NA::|3::trans-Cinnamic acid::M+NH4:: 63104::NA::|3::Pyruvophenone::M+NH4:: 63534::NA::|3::Dihydrocoumarin::M+NH4:: 65745::NA::|3::3-Hydroxy-1-indanone::M+NH4:: 66724::NA::|3::(E)-3-(2-Hydroxyphenyl)-2-propenal::M+NH4:: 87897::NA::|3::Di-2-furanylmethane::M+NH4:: 88849::NA::"	"M166T1"	"y"
36	""	1.04037330229237	-0.0571012829166109	-0.861904192312521	0.396624032630831	1	"DOWN"	453.343791849819	453.342244397899	453.344940894267	3.51960834833333	3.49220000666667	3.52011678666667	1572.8779296875	1085.24802466034	130.692015600324	1043.13328905028	127.848033618414	""	""	29	"0::::M+NH4::1096141::NA::|3::Solanocapsine::M+Na::  68607::NA::|4::Pahutoxin::M+NH4::  71411::NA::"	"M453T4"	"y"
37	""	1.09498355828463	0.130909207215207	0.859119445090718	0.398235422743435	1	"UP"	768.591174232273	768.58841618456	768.593874991558	5.59789989	5.58970000666667	5.63029978333333	1258.5712890625	2934.53870729368	907.73961223851	3213.27163563642	806.02076045736	""	""	36	"1::Arachidonoyl PAF C-16::M+H:: 43414::NA::|1::PC(O-16:0/20:4(5E,8E,11E,14E))::M+H:: 40081::NA::|1::PC(O-16:0/20:4(5E,8E,11E,14E))[U]::M+H:: 40082::NA::|1::PC(O-16:0/20:4(5Z,8Z,11Z,14Z))::M+H:: 40083::NA::|1::PC(O-16:0/20:4(5Z,8Z,11Z,14Z))[U]::M+H:: 40084::NA::|1::PC(18:2(9Z,12Z)/P-18:1(11Z))::M+H:: 59607::NA::|1::PC(18:2(9Z,12Z)/P-18:1(9Z))::M+H:: 59608::NA::|1::PC(18:3(6Z,9Z,12Z)/P-18:0)::M+H:: 59639::NA::|1::PC(18:3(9Z,12Z,15Z)/P-18:0)::M+H:: 59672::NA::|1::PC(20:3(5Z,8Z,11Z)/P-16:0)::M+H:: 59836::NA::|1::PC(20:3(8Z,11Z,14Z)/P-16:0)::M+H:: 59868::NA::|1::PC(P-16:0/20:3(5Z,8Z,11Z))::M+H:: 62048::NA::|1::PC(P-16:0/20:3(8Z,11Z,14Z))::M+H:: 62049::NA::|1::PC(P-18:0/18:3(6Z,9Z,12Z))::M+H:: 62070::NA::|1::PC(P-18:0/18:3(9Z,12Z,15Z))::M+H:: 62071::NA::|1::PC(P-18:1(11Z)/18:2(9Z,12Z))::M+H:: 62097::NA::|1::PC(P-18:1(9Z)/18:2(9Z,12Z))::M+H:: 62126::NA::|1::PC(O-18:0/18:4(6Z,9Z,12Z,15Z))::M+H:: 76437::NA::|1::PC(O-16:0/20:4(8Z,11Z,14Z,17Z))::M+H::102732::NA::|1::PC(O-18:2(9Z,12Z)/18:2(9Z,12Z))::M+H::102755::NA::|1::ARACHIDONOYL-PAF::M+H::987550::NA::|5::PC(O-18:1(9Z)/16:0)::M+Na:: 40013::NA::|5::PC(O-18:1(9Z)/16:0)[U]::M+Na:: 40014::NA::|5::PC(O-16:0/18:1(9Z))::M+Na:: 40032::NA::|5::PC(O-16:0/18:1(9E))[U]::M+Na:: 40065::NA::|5::PC(O-16:0/18:1(9Z))[S]::M+Na:: 40066::NA::|5::PC(O-16:0/18:1(9Z))[U]::M+Na:: 40067::NA::|5::PC(O-18:0/16:1(9Z))::M+Na:: 40116::NA::|5::PC(16:0/P-18:0)::M+Na:: 59443::NA::|5::PC(18:0/P-16:0)::M+Na:: 59507::NA::"	"M769T6"	"y"
38	""	1.16824776079333	0.224346271959437	0.848599863196273	0.404018856052262	1	"UP"	568.341444653999	568.339184241862	568.342837210674	4.62446679	4.62356683	4.68161649	3116.396484375	1048.07344649935	507.305004702382	1224.40945701981	589.196521970404	""	""	25	"3::PC(22:6(4E,7E,10E,13E,16E,19E)/0:0)[U]::M+H:: 40321::NA::|3::PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)::M+H:: 40322::NA::|3::LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))::M+H:: 61713::NA::|7::Glu Phe Lys Lys::M+NH4::129248::NA::|7::Glu Lys Phe Lys::M+NH4::130768::NA::|7::Glu Lys Lys Phe::M+NH4::130844::NA::|7::Phe Glu Lys Lys::M+NH4::136848::NA::|7::Phe Lys Glu Lys::M+NH4::138747::NA::|7::Phe Lys Lys Glu::M+NH4::138842::NA::|7::Ile Lys Gln Tyr::M+NH4::162958::NA::|7::Ile Lys Tyr Gln::M+NH4::163072::NA::|7::Ile Gln Lys Tyr::M+NH4::164858::NA::|7::Ile Gln Tyr Lys::M+NH4::165067::NA::|7::Ile Tyr Lys Gln::M+NH4::167252::NA::|7::Ile Tyr Gln Lys::M+NH4::167347::NA::|7::Lys Glu Phe Lys::M+NH4::168767::NA::|7::Lys Glu Lys Phe::M+NH4::168843::NA::|7::Lys Phe Glu Lys::M+NH4::169147::NA::|7::Lys Phe Lys Glu::M+NH4::169242::NA::|7::Lys Ile Gln Tyr::M+NH4::170558::NA::|7::Lys Ile Tyr Gln::M+NH4::170672::NA::|7::Lys Lys Glu Phe::M+NH4::170743::NA::|7::Lys Lys Phe Glu::M+NH4::170762::NA::|7::Lys Leu Gln Tyr::M+NH4::171358::NA::|7::Lys Leu Tyr Gln::M+NH4::171472::NA::|7::Lys Gln Ile Tyr::M+NH4::172838::NA::|7::Lys Gln Leu Tyr::M+NH4::172878::NA::|7::Lys Gln Tyr Ile::M+NH4::173066::NA::|7::Lys Gln Tyr Leu::M+NH4::173068::NA::|7::Lys Tyr Ile Gln::M+NH4::175232::NA::"	"M568T5"	"y"
39	""	1.12524454509598	0.170238570915822	0.809739982899834	0.425567148456283	1	"UP"	814.69140033573	814.687052699532	814.694699217609	4.89677512166667	4.86071682	4.92210001	2786.021484375	7225.64960395826	2753.68459224298	8130.62280162898	3147.05242467124	"[25][M+1]+"	""	7	""	"M815T5"	"n"
40	""	1.29295404725563	-0.370671001385977	-0.795925961890811	0.437450146692107	1	"DOWN"	811.671762216575	811.668738680959	811.673356443463	6.46874987666667	6.42861656333333	6.55721686333333	992.9580078125	945.074790376718	945.806797736253	730.942288616286	344.633782874068	""	""	45	"4::SM(d18:2/24:1)::M+H:: 83780::NA::|7::SM(d18:0/22:0)::M+Na:: 41596::NA::|9::TG(13:0/17:1(9Z)/17:1(9Z))[iso3]::M+Na:: 98588::NA::|9::TG(14:1(9Z)/14:1(9Z)/19:0)[iso3]::M+Na:: 98685::NA::|9::TG(15:0/15:0/17:2(9Z,12Z))[iso3]::M+Na:: 98735::NA::|9::TG(15:0/16:1(9Z)/16:1(9Z))[iso3]::M+Na:: 98760::NA::|9::TG(15:1(9Z)/15:1(9Z)/17:0)[iso3]::M+Na:: 98786::NA::|9::TG(12:0/13:0/22:2(13Z,16Z))[iso6]::M+Na:: 99058::NA::|9::TG(12:0/15:0/20:2(11Z,14Z))[iso6]::M+Na:: 99138::NA::|9::TG(12:0/15:1(9Z)/20:1(11Z))[iso6]::M+Na:: 99164::NA::|9::TG(12:0/16:1(9Z)/19:1(9Z))[iso6]::M+Na:: 99212::NA::|9::TG(12:0/17:0/18:2(9Z,12Z))[iso6]::M+Na:: 99231::NA::|9::TG(12:0/17:1(9Z)/18:1(9Z))[iso6]::M+Na:: 99253::NA::|9::TG(12:0/17:2(9Z,12Z)/18:0)[iso6]::M+Na:: 99274::NA::|9::TG(13:0/14:0/20:2(11Z,14Z))[iso6]::M+Na:: 99545::NA::|9::TG(13:0/14:1(9Z)/20:1(11Z))[iso6]::M+Na:: 99573::NA::|9::TG(13:0/15:1(9Z)/19:1(9Z))[iso6]::M+Na:: 99626::NA::|9::TG(13:0/16:0/18:2(9Z,12Z))[iso6]::M+Na:: 99647::NA::|9::TG(13:0/16:1(9Z)/18:1(9Z))[iso6]::M+Na:: 99671::NA::|9::TG(13:0/17:0/17:2(9Z,12Z))[iso6]::M+Na:: 99693::NA::|9::TG(14:0/14:1(9Z)/19:1(9Z))[iso6]::M+Na::100006::NA::|9::TG(14:0/15:0/18:2(9Z,12Z))[iso6]::M+Na::100029::NA::|9::TG(14:0/15:1(9Z)/18:1(9Z))[iso6]::M+Na::100055::NA::|9::TG(14:0/16:0/17:2(9Z,12Z))[iso6]::M+Na::100079::NA::|9::TG(14:0/16:1(9Z)/17:1(9Z))[iso6]::M+Na::100103::NA::|9::TG(14:1(9Z)/15:0/18:1(9Z))[iso6]::M+Na::100434::NA::|9::TG(14:1(9Z)/15:1(9Z)/18:0)[iso6]::M+Na::100460::NA::|9::TG(14:1(9Z)/16:0/17:1(9Z))[iso6]::M+Na::100484::NA::|9::TG(14:1(9Z)/16:1(9Z)/17:0)[iso6]::M+Na::100508::NA::|9::TG(15:0/15:1(9Z)/17:1(9Z))[iso6]::M+Na::100836::NA::"	"M812T6_3"	"y"
41	""	1.05877777906608	0.0823998219259497	0.787128298493725	0.440707830711382	1	"UP"	162.1129776713	162.112199580757	162.113517630596	0.486533344	0.482683336666667	0.486683333333333	901.484375	648.413937233278	161.132402902106	686.526268379342	82.8165025084327	""	""	46	"3::L-Carnitine::M+H::   52::NA::|3::L-Carnitine::M+H::34532::NA::|3::Carnitine::M+H::63461::NA::|4::2-Keto-n-heptylic acid::M+NH4::35706::NA::|4::n-valeryl acetic acid::M+NH4::35707::NA::|4::3-butyrl propionic acid::M+NH4::35708::NA::|4::4-propionyl butyric acid::M+NH4::35709::NA::|4::5-aceto valeric acid::M+NH4::35710::NA::|4::Hydroxycyclohexane-carboxylic Acid::M+NH4::44761::NA::|4::(S)-2-aceto-2-hydroxy-butanoic acid::M+NH4::45845::NA::|4::trans-4-Hydroxycyclohexanecarboxylate::M+NH4::66175::NA::|4::7-Oxoheptanoic acid::M+NH4::71248::NA::|4::Tetrahydrofurfuryl acetate::M+NH4::87469::NA::|4::Botryodiplodin::M+NH4::91658::NA::|4::Methyl (R)-3-methyl-2-oxopentanoate::M+NH4::92085::NA::|4::Ethyl levulinate::M+NH4::94939::NA::|4::2S-Hydroxy-2-isopropylbutano-3S-lactone::M+NH4::97370::NA::"	"M162T0"	"y"
42	""	1.07660174565994	0.10648466973516	0.755583242563525	0.456710655223149	1	"UP"	531.408608824128	531.405410684672	531.410408804476	5.21915007333333	5.21576672666667	5.22408324	3193.955078125	2657.51291689902	732.180227954228	2861.08304544731	692.922017646447	"[6][M]+"	""	24	"8::Tocopherol succinate::M+H::991043::NA::|8::VITAMIN E SUCCINATE(TOCOPHEROL SUCCINATE)::M+H:: 85011::NA::"	"M531T5"	"y"
43	""	1.06423395762201	-0.0898153429421643	-0.747347167056124	0.46165958112375	1	"DOWN"	782.571729836714	782.567619127862	782.574818456604	5.38396645	5.29151644333333	5.41651664333333	8225.765625	25331.6511677801	5734.31360195526	23802.7089686019	5070.82821157191	"[15][M]+"	""	11	"3::PC(16:0/20:4(5Z,8Z,11Z,14Z))::M+H::39120::NA::|3::PC(16:0/20:4(5E,8E,11E,14E))::M+H::39370::NA::|3::PC(16:0/20:4(5E,8E,11E,14E))[U]::M+H::39371::NA::|3::PC(16:0/20:4(5Z,8Z,11Z,14Z))[U]::M+H::39372::NA::|3::PC(18:0/18:4(5Z,8Z,11Z,14Z))[U]::M+H::39513::NA::|3::PC(18:0/18:4(9E,11E,13E,15E))::M+H::39515::NA::|3::PC(18:0/18:4(9E,11E,13E,15E))[U]::M+H::39516::NA::|3::PC(18:0/18:4(9E,11E,13Z,15Z))[U]::M+H::39517::NA::|3::PC(18:1(9Z)/18:3(6Z,9Z,12Z))[U]::M+H::39638::NA::|3::PC(18:1(9Z)/18:3(9Z,12Z,15Z))[U]::M+H::39640::NA::|3::PC(18:2(15E,17E)/18:2(15E,17E))[U]::M+H::39659::NA::|3::PC(18:2(2E).4/18:2(2E,4E))[S]::M+H::39660::NA::|3::PC(18:2(2E,4E)/18:2(2E,4E))::M+H::39662::NA::|3::PC(18:2(2E,4E)/18:2(2E,4E))[S]::M+H::39663::NA::|3::PC(18:2(2E,4E)/18:2(2E,4E))[U]::M+H::39664::NA::|3::PC(18:2(2Z,4Z)/18:2(2Z,4Z))::M+H::39665::NA::|3::PC(18:2(5Z,9Z)/18:2(5Z,9Z))[U]::M+H::39666::NA::|3::PC(18:2(6Z,9Z)/18:2(6Z,9Z))::M+H::39668::NA::|3::PC(18:2(6Z,9Z)/18:2(6Z,9Z))[U]::M+H::39669::NA::|3::PC(18:2(9E,12Z)/18:2(9E,12Z))[U]::M+H::39670::NA::|3::PC(18:2(9Z,11Z)/18:2(9Z,11Z))::M+H::39671::NA::|3::PC(18:2(9Z,12Z)/18:2(9Z,12Z))[S]::M+H::39679::NA::|3::PC(18:2(9Z,12Z)/18:2(9Z,12Z))[U]::M+H::39680::NA::|3::PC(18:3(6Z,9Z,12Z)/18:1(9Z))[U]::M+H::39690::NA::|3::PC(20:4(5Z,8Z,11Z,14Z)/16:0)[U]::M+H::39791::NA::|3::PC(20:4(8E,11E,14E,17E)/16:0)::M+H::39797::NA::|3::PC(14:0/22:4(7Z,10Z,13Z,16Z))::M+H::59339::NA::|3::PC(16:0/20:4(8Z,11Z,14Z,17Z))::M+H::59431::NA::|3::PC(16:1(9Z)/20:3(5Z,8Z,11Z))::M+H::59461::NA::|3::PC(16:1(9Z)/20:3(8Z,11Z,14Z))::M+H::59462::NA::"	"M783T5"	"y"
44	""	1.05239806821425	-0.0736805054025694	-0.725048237395823	0.474913637521807	1	"DOWN"	498.350440353586	498.34689296825	498.355051979164	4.69958353	4.69583313	4.70319986666667	1215.189453125	938.445737495817	174.680100872923	891.72126578321	166.21652772523	"[2][M+2]+"	""	1	""	"M498T5"	"n"
45	""	1.05884329041638	-0.0824890852050032	-0.722848526453667	0.476726793869154	1	"DOWN"	809.592936556601	809.588426156971	809.59513253496	5.414699855	5.33659980666667	5.43101667333333	784.81005859375	2051.75197421528	354.154768883096	1937.72958924682	472.146889197637	"[21][M+1]+"	""	33	""	"M810T5"	"n"
46	""	1.04472822395364	0.0631276878093876	0.722092615858284	0.477298478443007	1	"UP"	679.512306582451	679.508920868172	679.5149004216	3.60643339	3.55561668333333	3.61008327	3945.38671875	2673.55914683239	501.591352642525	2793.1426991052	363.820504082664	"[8][M]+"	""	21	"1::C-12 NBD-dihydro-Ceramide::M+NH4::44980::NA::"	"M680T4"	"y"
47	""	1.04558115432382	0.0643050431773218	0.719316932277991	0.478364077267436	1	"UP"	553.391394009185	553.390466598397	553.392219674256	5.21934174833333	5.21724996333333	5.22408324	693.60302734375	821.687901372627	139.060088876444	859.141384411107	136.446124238271	""	""	24	" 5::Furohyperforin::M+H:: 89432::NA::| 5::8-Hydroxyhyperforin 8,1-hemiacetal::M+H:: 90549::NA::| 5::Oxepahyperforin::M+H:: 90671::NA::|10::Tocopherol succinate::M+Na::991043::NA::|10::VITAMIN E SUCCINATE(TOCOPHEROL SUCCINATE)::M+Na:: 85011::NA::"	"M553T5"	"y"
48	""	1.07012957854707	0.0977854985036974	0.708807418969877	0.484802185178887	1	"UP"	532.41323207377	532.408750438632	532.414945736107	5.21919992666667	5.21608324	5.22636652	1088.607421875	949.606740502551	259.524272266836	1016.20226099945	237.130674712621	"[6][M+1]+"	""	24	""	"M532T5"	"n"
49	""	1.11674169999302	0.159295532077108	0.706136014624689	0.486542924464035	1	"UP"	785.655197428955	785.652318877514	785.656918392709	6.301591745	6.21621659	6.39965017666667	1366.9716796875	6080.52962981852	2864.53013329076	6790.38099566144	2437.65816791613	""	""	34	"3::SM(d16:1/24:1(15Z))::M+H::62431::NA::|3::SM(d16:1/24:1)::M+H::83771::NA::|3::SM(d18:1/22:1)::M+H::83772::NA::|3::SM(d18:2/22:0)::M+H::83792::NA::|3::1-(10-methylhexadecanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphocholine::M+NH4::46682::NA::|8::GlcCer(d18:2/21:0)::M+NH4::83811::NA::|8::GalCer(d18:2/21:0)::M+NH4::83839::NA::"	"M786T6_2"	"y"
50	""	1.13606797017929	-0.184049152894613	-0.684214365794738	0.499912220693024	1	"DOWN"	758.571245240953	758.566554917608	758.574925931471	5.47083342	5.43835013	5.51150002333333	8492.71875	15865.1283373979	7139.95690741412	13964.946423843	7549.74847623865	"[11][M]+"	""	9	"2::PE-NMe(18:1(9E)/18:1(9E))::M+H::40727::NA::|2::PE-NMe(18:1(9Z)/18:1(9Z))[U]::M+H::40729::NA::|2::PE-NMe(18:1(9Z)/18:1(9Z))::M+H::40734::NA::|2::PE-NMe(18:1(9E)/18:1(9E))[U]::M+H::40746::NA::|2::PC(16:0/18:2(10E,12Z))::M+H::39327::NA::|2::PC(16:0/18:2(11Z,13Z))::M+H::39328::NA::|2::PC(16:0/18:2(2E,4E))::M+H::39329::NA::|2::PC(16:0/18:2(2Z,4Z))::M+H::39330::NA::|2::PC(16:0/18:2(6Z,9Z))::M+H::39331::NA::|2::PC(16:0/18:2(9E,11E))::M+H::39332::NA::|2::PC(16:0/18:2(9E,11Z))::M+H::39333::NA::|2::PC(16:0/18:2(9E,12E))::M+H::39334::NA::|2::PC(16:0/18:2(9E,12E))[U]::M+H::39335::NA::|2::PC(16:0/18:2(9Z,12Z))[S]::M+H::39337::NA::|2::PC(16:0/18:2(9Z,12Z))[U]::M+H::39338::NA::|2::PC(16:1(2Z)/18:1(9Z))::M+H::39419::NA::|2::PC(16:1(7Z)/18:1(9Z))[U]::M+H::39421::NA::|2::PC(16:1(9Z)/18:1(9Z))[U]::M+H::39430::NA::|2::PC(17:1(10E)/17:1(10E))[U]::M+H::39467::NA::|2::PC(17:1(10Z)/17:1(10Z))::M+H::39468::NA::|2::PC(17:1(9Z)/17:1(9Z))::M+H::39469::NA::|2::PC(18:0/16:2(2E,4E))::M+H::39486::NA::|2::PC(18:1(9Z)/16:1(3E))[U]::M+H::39627::NA::|2::PC(18:2(2E,4E)/16:0)::M+H::39661::NA::|2::PC(18:2(6Z,9Z)/16:0)::M+H::39667::NA::|2::PC(18:2(9Z,12Z)/16:0)[U]::M+H::39674::NA::|2::PC(14:0/20:2(11Z,14Z))::M+H::59330::NA::|2::PC(14:1(9Z)/20:1(11Z))::M+H::59362::NA::|2::PC(16:0/18:2(9Z,12Z))::M+H::59422::NA::|2::PC(16:1(9Z)/18:1(11Z))::M+H::59452::NA::"	"M759T5"	"y"
51	""	1.05412308452982	0.0760433328889932	0.662156553807832	0.515142401648184	1	"UP"	812.610767499617	812.605235402005	812.613553654678	5.65524156	5.64811690333333	5.66745014666667	1677.189453125	2323.21585028201	355.17504715899	2448.95545812785	615.375766866111	"[22][M+2]+"	""	5	""	"M813T6_1"	"n"
52	""	1.05823865958919	0.0816650283755803	0.657592791693535	0.517358358185309	1	"UP"	731.607043890217	731.606175661655	731.60943405219	5.81672498833333	5.80761662	5.82955006666667	1011.71484375	3844.90252091253	715.920599279954	4068.82448998155	1053.94009376681	""	""	44	"1::SM(d18:1/18:0)::M+H:: 41584::NA::|1::SM(d18:0/18:1(9Z))::M+H:: 53979::NA::|1::SM(d16:1/20:0)::M+H:: 83753::NA::|1::PE-Cer(d14:1(4E)/25:0)::M+H::103052::NA::|1::PE-Cer(d15:1(4E)/24:0)::M+H::103057::NA::|1::PE-Cer(d16:1(4E)/23:0)::M+H::103064::NA::|1::N-Stearoyl-D-sphingomyelin::M+H::   438::NA::|1::SPHINGOMYELIN::M+H::987474::NA::|5::20:1 Campesteryl ester::M+K::103390::NA::|9::CAY10578::M+Na:: 45324::NA::"	"M732T6"	"y"
53	""	1.04604374723213	0.0649431886738283	0.645998719853003	0.525901468695006	1	"UP"	763.606936729204	763.605212041501	763.608102182309	6.12944984666667	6.08708346333333	6.14058350666667	736.44189453125	2877.19582945738	684.438368647413	3009.67270696625	346.861722336822	"[13][M+1]+"	""	15	""	"M764T6"	"n"
